Act_No,Title,PDF_URL,Status
P.U. (B) 71/2013,REVOCATION OF APPOINTMENT OF NOTARY PUBLIC,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130312_P.U. (B) 71-PEMBATALAN PELANTIKAN NOTARI AWAM.pdf,P.U.(B)
P.U. (B) 70/2013,NOTIFICATION OF THE DATE AND DURATION OF SALES AT CHEAP SALE PRICE FOR THE CALENDAR YEAR 2013,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130312_NOTIFICATION OF CHEAP SALE PRICE.pdf,P.U.(B)
P.U. (B) 69/2013,NOTICE OF AMENDMENTS TO THE LIST OF LICENSEES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130308_P.U. (B) 69_NOTIS PINDAAN KEPADA SENARAI PEMEGANG LESEN.pdf,P.U.(B)
P.U. (B) 68/2013,EXEMPTION UNDER SUBSECTION 2A(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130307_Draf Pengecualian di bawah Subseksyen 2A(2).pdf,P.U.(B)
P.U. (B) 67/2013,REVOCATION OF RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 381 SECTION 72 TOWN OF KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130228_pembatalan perizaban tanah bagi lot 381 seksyen 72 bandar kl.pdf,P.U.(B)
P.U. (B) 66/2013,APPOINTMENT OF LOCK-UP TO BE A PLACE OF CONFINEMENT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130228_P.U. (B) 66-e-Warta   Balai Polis Sikamat Negeri Sembilan - FINAL.pdf,P.U.(B)
P.U. (B) 65/2013,NOTIFICATION UNDER SUBSECTION 77(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130227_P.U.(B)65 - pemberitahuan di bawah subseksyen 77(2).pdf,P.U.(B)
P.U. (B) 64/2013,APPOINTMENT OF LOCK-UPS TO BE PLACES OF CONFINEMENT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130227_Lokap SPRM Perak  Pahang.pdf,P.U.(B)
P.U. (B) 64/2013,APPOINTMENT OF LOCK-UPS TO BE PLACES OF CONFINEMENT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130227_Lokap SPRM Perak  Pahang.pdf,P.U.(B)
P.U. (B) 63/2013,APPOINTMENT OF CONDUCTING OFFICERS OF THE COMMISSION OF ENQUIRY OF IMMIGRANTS IN SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130222_P.U. (B) 63-PELANTIKAN PEGAWAI PENGENDALI-FIRST DRAFT-11 JAN 2013.pdf,P.U.(B)
P.U. (B) 62/2013,NOTICE REGARDING THE SUPPLEMENTARY ELECTORAL ROLL FOR THE FOURTH QUARTER OF THE YEAR 2012(NO. 2) THAT HAS BEEN CERTIFIED,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130222_Draf Notis Mengenai DPTST4-2012 (No 2) Diperakui-diluluskan oleh KUV.pdf,P.U.(B)
P.U. (B) 61/2013,NOTICE REGARDING THE SUPPLEMENTARY ELECTORAL ROLL FOR THE FOURTH QUARTER OF THE YEAR 2012 THAT HAS BEEN CERTIFIED,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130222_P.U. (B) 61.pdf,P.U.(B)
P.U. (B) 60/2013,NOTICE REGARDING THE SUPPLEMENTARY ELECTORAL ROLL FOR  THE THIRD QUARTER OF THE YEAR 2012 (NO. 3) THAT HAS BEEN CERTIFIED,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130221_P.U. (B) 60-Notis Mengenai DPTST3-2012 (Bil 3) Diperakui (FINAL).pdf,P.U.(B)
P.U. (B) 59/2013,APPOINTMENT OF DATE OF COMING INTO OPERATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130221_penetapan tarikh permulaan kuat kuasa - Akta 754.pdf,P.U.(B)
P.U. (B) 58/2013,NOTICE OF INITIATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO IMPORTS OF ELECTROLYTIC TINPLATE FROM THE PEOPLE’S REPUBLIC OF CHINA AND THE REPUBLIC OF KOREA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130220_P.U.(B)58 - Notis Pemulaan Penyiasatan Duti Anti.pdf,P.U.(B)
P.U. (B) 57/2013,APPOINTMENT AND REVOCATION OF APPOINTMENT OF CHAIRMAN AND DEPUTY CHAIRMAN OF THE APPEAL BOARD,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130220_P.U. (B) 57.pdf,P.U.(B)
P.U. (B) 56/2013,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130220_P.U. (B) 56-Notis Kepada Pihak Ketiga - Wong Sen Chiew.pdf,P.U.(B)
P.U. (B) 55/2013,"NOTICE OF NEGATIVE FINAL DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO IMPORTS OF STEEL WIRE RODS ORIGINATING OR EXPORTED FROM CHINESE TAIPEI, THE REPUBLIC OF INDONESIA, THE REPUBLIC OF KOREA, THE PEOPLE’S REPUBLIC OF CHINA AND THE REPUBLIC OF TURKEY",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130219_P.U. (B) 55.pdf,P.U.(B)
P.U. (B) 54/2013,"NOTICE OF AFFIRMATIVE FINAL DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO IMPORTS OF STEEL WIRE RODS ORIGINATING OR EXPORTED FROM CHINESE TAIPEI, THE REPUBLIC OF INDONESIA, THE REPUBLIC OF KOREA, THE PEOPLE’S REPUBLIC OF CHINA AND THE REPUBLIC OF TURKEY",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130219_P.U. (B) 54.pdf,P.U.(B)
P.U. (B) 53/2013,NOTICE UNDER SUBSECTION 70(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130215_P.U. (B) 53-NOTIS DI BAWAH SUBSEKSYEN 70(2) - AKTA PENGANGKUTAN JALAN  - WARTA.pdf,P.U.(B)
P.U. (B) 52/2013,TEMPORARY EXERCISE OF MINISTERIAL FUNCTIONS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130213_DRAF PENJALANAN SEMENTARA FUNGSI-FUNGSI MENTERI-13 2 2013.pdf,P.U.(B)
P.U. (B) 51/2013,APPOINTMENT OF MEMBER OF THE BOARD,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130213_P.U. (B) 51 - pelantikan anggota lembaga-encik ewon benedick.pdf,P.U.(B)
P.U. (B) 50/2013,NOTICE OF PROPOSED REVOCATION OF RESERVATION OF LAND FOR PUBLIC PURPOSE AND REVOCATION OF GAZETTE P.U. (B) 7/2013,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130208_P.U. (B) 50-notis cadangan pembatalan perizaban tanah dan pembatalan pewartaan (2).pdf,P.U.(B)
P.U. (B) 49/2013,REVOCATION OF GENERAL INSURANCE LICENCE,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130208_P.U. (B) 49-Notis Pembatalan Lesen Insurans Am (MUI Continental Berhad).pdf,P.U.(B)
P.U. (B) 48/2013,APPOINTMENT OF DEPUTY PUBLIC PROSECUTORS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130208_P.U. (B) 48-PELANTIKAN TIMBALAN PENDAKWA RAYA-8 februari 2013.pdf,P.U.(B)
P.U. (B) 47/2013,NOTIFICATION UNDER SUBSECTION 42(1),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130207_P.U. (B) 47-Pemberitahuan Di Bawah Subseksyen 42(1).pdf,P.U.(B)
P.U. (B) 46/2013,APPOINTMENT OF LOCK-UP TO BE A PLACE OF CONFINEMENT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130207_P.U. (B) 46-Penetapan Lokap Sbg Tempat Pengurungan_Balai Polis Sg Merah.pdf,P.U.(B)
P.U. (B) 43/2013,NOTICE OF PUBLIC AUCTION UNDER PARAGRAPH 34(2)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130205_NOTIS PERLELONGAN AWAM DI BWH PERENGGAN 34(2)(b).pdf,P.U.(B)
P.U. (B) 42/2013,APPOINTMENT OF AUTHORIZED OFFICERS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130131_P.U. (B) 42.pdf,P.U.(B)
P.U. (B) 41/2013,APPOINTMENT OF AUTHORIZED OFFICERS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130131_P.U. (B) 41 - AKTA PUSAT JAGAAN 1993- Pelantikan Pegawai Diberi Kuasa -30 1 2013.pdf,P.U.(B)
P.U. (B) 40/2013,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR  LOT 62217  MUKIM BATU FOR FEDERAL TERRITORY OF KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130130_P.U. (B) 40-perizaban tanah bagi lot 62217 mukim batu.pdf,P.U.(B)
P.U. (B) 39/2013,APPOINTMENT OF MEMBER OF PARDONS BOARD,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130130_P.U. (B) 39-pELANTIKAN  Ahli Lembaga Pengampunan.pdf,P.U.(B)
P.U. (B) 38/2013,DECLARATION OF COMMENCEMENT AND DURATION OF VACATIONS OF THE COURT OF APPEAL,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130122_P.U. (B) 38-2013 - PERISYTIHARAN PERMULAAN DAN TEMPOH REHAT MAHKAMAH RAYUAN.pdf,P.U.(B)
P.U. (B) 37/2013,TEMPORARY EXERCISE OF MINISTERIAL FUNCTIONS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130122_DRAF PENJALANAN SEMENTARA FUNGSI-FUNGSI MENTERI-21 Januari 2013.pdf,P.U.(B)
P.U. (B) 36/2013,NOTICE TO THIRD PARTIES,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130121_p.u. (b) 36 - Notis Kepada Pihak Ketiga - Gazali b  Rashid.pdf,P.U.(B)
P.U. (B) 35/2013,APPOINTMENT OF ASSISTANT CONTROLLERS OF TRADE DESCRIPTIONS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130121_P.U. (B) 35 - PELANTIKAN PENOLONG PENGAWAL PERIHAL DAGANGAN.pdf,P.U.(B)
P.U. (B) 34/2013,EXEMPTION FROM PARAGRAPHS 5(1)(A) AND (B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130121_Pengecualian drpd perenggan 5(1)(a)dan(b).pdf,P.U.(B)
P.U. (B) 33/2013,EXEMPTION FROM SUBSECTION 3(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130121_Pengecualian daripada subseksyen 3(2).pdf,P.U.(B)
P.U. (B) 32/2013,NOTIFICATION UNDER SUBREGULATION 3(3),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130118_P.U. (B) 32_DRAF PEMBERITAHUAN TELAH DISEMAK.pdf,P.U.(B)
P.U. (B) 31/2013,"DETERMINATION OF NATURE, PLACE AND DURATION OF NATIONAL SERVICE TRAINING (AMENDMENT OF SECOND SCHEDULE) 2013",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130118_P.U. (B) 31_2013.pdf,P.U.(B)
P.U. (B) 30/2013,"NOTIFICATION OF NATURE, PLACE AND DURATION OF NATIONAL SERVICE TRAINING 2011 - CORRIGENDUM",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130118_P.U. (B) 30_2013.pdf,P.U.(B)
P.U. (B) 29/2013,APPOINTMENT UNDER SUBSECTION 3(1),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130117_PELANTIKAN DI BAWAH SUBSEKSYEN 3(1)-17 JANUARI 2013.pdf,P.U.(B)
P.U. (B) 28/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-SARAWAK,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(17) SARAWAK.pdf,P.U.(B)
P.U. (B) 27/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-SABAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(16) SABAH.pdf,P.U.(B)
P.U. (B) 26/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS0FEDERAL TERRITORY OF LABUAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(15) WILAYAH PERSEKUTUAN LABUAN.pdf,P.U.(B)
P.U. (B) 25/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-JOHORE,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(14) JOHOR.pdf,P.U.(B)
P.U. (B) 24/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-MALACCA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(13) MELAKA.pdf,P.U.(B)
P.U. (B) 23/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - NEGERI SEMBILAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(12) NEGERI SEMBILAN.pdf,P.U.(B)
P.U. (B) 22/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - FEDERAL TERRITORY OF PUTRAJAYA,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(11) WILAYA PERSEKUTUAN PUTRAJAYA.pdf,P.U.(B)
P.U. (B) 21/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - FEDERAL TERRITORY OF KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(10) WILAYAH PERSEKUTUAN KUALA LUMPUR.pdf,P.U.(B)
P.U. (B) 20/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - SELANGOR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(9) SELANGOR.pdf,P.U.(B)
P.U. (B) 19/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PAHANG,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(8) PAHANG.pdf,P.U.(B)
P.U. (B) 18/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS - PERAK,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(7) PERAK.pdf,P.U.(B)
P.U. (B) 17/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-PENANG,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(6) PULAU PINANG.pdf,P.U.(B)
P.U. (B) 16/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-TERENGGANU,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(5) TERENGGANU.pdf,P.U.(B)
P.U. (B) 15/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-KELANTAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(4) KELANTAN.pdf,P.U.(B)
P.U. (B) 14/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-KEDAH,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(3) KEDAH.pdf,P.U.(B)
P.U. (B) 13/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-PERLIS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(2) PERLIS.pdf,P.U.(B)
P.U. (B) 12/2013,NOTICE OF COMPLETION OF REVISION AND INSPECTION OF SUPPLEMENTARY ELECTORAL ROLLS-PARLIAMENT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130116_(1) PARLIMEN.pdf,P.U.(B)
P.U. (B) 11/2013,NOTICE REGARDING THE SUPPLEMENTARY ELECTORAL ROLL FOR THE THIRD QUARTER OF THE YEAR 2012 (NO. 2) THAT HAS BEEN CERTIFIED,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130115_P.U. (B) 11.pdf,P.U.(B)
P.U. (B) 10/2013,NOTICE REGARDING THE SUPPLEMENTARY ELECTORAL ROLL FOR THE SECOND QUARTER OF THE YEAR 2012 (NO. 4) THAT HAS BEEN CERTIFIED,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130114_P.U. (B) 10.pdf,P.U.(B)
P.U. (B) 9/2013,NOTIFICATION UNDER PARAGRAPH 3(1)(E),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130114_PEMBERITAHUAN DI BAWAH PERENGGAN 3(1)(e)-14 1 2013.pdf,P.U.(B)
P.U. (B) 8/2013,APPOINTMENT OF MEMBERS OF THE ADVISORY BOARD - CORRIGENDUM,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130114_PELANTIKAN AHLI LEMBAGA PENASIHAT-PEMBETULAN-11 1 2013.pdf,P.U.(B)
P.U. (B) 7/2013,NOTICE OF PROPOSED REVOCATION OF RESERVATION OF LAND FOR PUBLIC PURPOSE,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130110_notis cadangan pembatalan bagi mukim ampang  kl (3).pdf,P.U.(B)
P.U. (B) 6/2013,"POLLING DISTRICTS, POLLING CENTRES AND POLLING HOURS",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130109_DAERAH MENGUNDI PUSAT MENGUNDI DAN WAKTU MENGUNDI (2).pdf,P.U.(B)
P.U. (B) 5/2013,APPOINTMENT OF EX-OFFICIO MEMBER OF THE MAJLIS AGAMA ISLAM WILAYAH PERSEKUTUAN,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130108_P.U. (B) 5 - Pelantikan Anggota  Ex-Officio MAIWP - Tan Sri Abdul Ghani Patail (3).pdf,P.U.(B)
P.U. (B) 4/2013,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130107_penetapan di bawah perenggan 5(1)(b)-zulkifli bin zainal.pdf,P.U.(B)
P.U. (B) 3/2013,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130107_P.U. (B) 3_penetapan di bawah perenggan 5(1)(b)-jessica joannes solidau.pdf,P.U.(B)
P.U. (B) 2/2013,DESIGNATION UNDER PARAGRAPH 5(1)(B),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130107_P.U. (B) 2-2013-penetapan di bawah perenggan 5(1)(b)-humfrey j suimin.pdf,P.U.(B)
P.U. (B) 1/2013,APPOINTMENT UNDER SUBSECTION 3(1),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20130102_P.U.(B) 1_PELANTIKAN DI BAWAH SUBSEKSYEN 3(1)-2 JANUARI 2013.pdf,P.U.(B)
P.U. (B) 432/2012,APPOINTMENT AND REVOCATION OF APPOINTMENT OF COLLECTOR OF ESTATE DUTY AND ASSISTANT COLLECTOR OF ESTATE DUTY,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121231_PELANTIKAN DAN PEMBATALAN PEMUNGUT DUTI HARTA PESAKA.pdf,P.U.(B)
P.U. (B) 431/2012,APPOINTMENT OF REGISTRARS OF BIRTHS AND DEATHS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121231_P.U.(B) 431_Pelantikan Pendaftar Kelahiran & Kematian_Mazhad_2010.pdf,P.U.(B)
P.U. (B) 430/2012,APPOINTMENT OF REGISTRARS OF BIRTHS AND DEATHS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121231_P.U. (B) 430 - pELANTIKAN _zOLKHAIRI_2011.pdf,P.U.(B)
P.U. (B) 428/2012,APPOINTMENT OF DATE OF COMING INTO OPERATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121228_Kuat Kuasa cmsa-A1437.pdf,P.U.(B)
P.U. (B) 427/2012,APPOINTMENT OF MEMBERS AND ALTERNATE MEMBERS OF THE BOARD,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121227_P.U. (B) 427 - pelantikan anggota dan anggota silih ganti lembaga.pdf,P.U.(B)
P.U. (B) 426/2012,EXEMPTION UNDER SUBSECTION 2A(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121227_P.U. (B) 426_ TPWarta.pdf,P.U.(B)
P.U. (B) 425/2012,EXEMPTION UNDER SUBSECTION 2A(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121227_P.U. (B) 425_ My Creative warta.pdf,P.U.(B)
P.U. (B) 423/2012,APPOINTMENT OF DATE OF COMING INTO OPERATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121226_P.U. (B)423-Penetapan Tarikh Permulaan Kuat Kuasa - Akta PR1MA 2012.pdf,P.U.(B)
P.U. (B) 422/2012,APPOINTMENT OF DATE OF COMING INTO OPERATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121226_P.U. (B) 422-penetapan tarikh permulaan kuat kuasa.pdf,P.U.(B)
P.U. (B) 421/2012,APPOINTMENT OF DATE OF COMING INTO OPERATION,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121224_P.U. (B) 421.pdf,P.U.(B)
P.U. (B) 420/2012,"NOTICE OF NEGATIVE PRELIMINARY DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO IMPORTS OF BIAXIALLY ORIENTED POLYPROPYLENE FILMS ORIGINATING OR EXPORTED FROM CHINESE TAIPEI,  THAILAND, THE PEOPLE’S REPUBLIC OF CHINA, THE REPUBLIC OF INDONESIA AND THE SOCIALIST REPUBLIC OF VIET NAM",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/NPA Negatif [latest MITI 22 Dec 2012].pdf,P.U.(B)
P.U. (B) 419/2012,"NOTICE OF AFFIRMATIVE PRELIMINARY DETERMINATION OF AN ANTI-DUMPING DUTY INVESTIGATION WITH REGARD TO IMPORTS OF BIAXIALLY ORIENTED POLYPROPYLENE FILMS ORIGINATING OR EXPORTED FROM CHINESE TAIPEI, THAILAND, THE PEOPLE’S REPUBLIC OF CHINA, THE REPUBLIC OF INDONESIA AND THE SOCIALIST REPUBLIC OF VIET NAM",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/NPA Afirmatif [latest MITI 22 Dec 2012].pdf,P.U.(B)
P.U. (B) 418/2012,NOTIFICATION UNDER PARAGRAPH 3(1)(E),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121221_P.U. (B) 418_PEMBERITAHUAN DI BAWAH PERENGGAN 3(1)(e).pdf,P.U.(B)
P.U. (B) 417/2012,VACATIONS OF THE FEDERAL COURT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121220_REHAT BAGI MAHKAMAH PERSEKUTUAN.pdf,P.U.(B)
P.U. (B) 416/2012,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 25080 MUKIM SETAPAK FOR FEDERAL TERRITORY OF KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121219_perizaban tanah bagi lot 25080 mukim setapak.pdf,P.U.(B)
P.U. (B) 415/2012,RESERVATION OF LAND FOR PUBLIC PURPOSE FOR LOT 56019 MUKIM BATU FOR FEDERAL TERRITORY OF KUALA LUMPUR,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121219_perizaban tanah bagi lot 56019 mukim batu.pdf,P.U.(B)
P.U. (B) 414/2012,APPOINTMENT OF CHAIRMAN OF A DIVISION OF THE INDUSTRIAL COURT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121218_P.U. (B) 414.pdf,P.U.(B)
P.U. (B) 413/2012,APPOINTMENT OF CHAIRMAN OF A DIVISION OF THE INDUSTRIAL COURT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121218_P.U. (B) 413.pdf,P.U.(B)
P.U. (B) 412/2012,APPOINTMENT OF A MEMBER AND AN ALTERNATE MEMBER OF THE AUTHORITY,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121217_P.U. (B) 412 - Akta Jualan Dadah_ Pelantikan Anggota dan Anggota Silih Ganti.pdf,P.U.(B)
P.U. (B) 411/2012,DECLARATION OF STANDARD SPECIFICATIONS (REVISED SPECIFICATION),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121214_Perisytiharan Penentuan Standard (Penentuan Yang Disemak) 14 12 2012.pdf,P.U.(B)
P.U. (B) 410/2012,DECLARATION OF STANDARD SPECIFICATIONS,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121214_Pengisytiharan Penentuan Standard 14 12 2012.pdf,P.U.(B)
P.U. (B) 409/2012,APPOINTMENT OF MEMBERS OF THE NATIONAL SERVICE TRAINING COUNCIL,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121214_PELANTIKAN ANGGOTA MAJLIS LATIHAN KHIDMAT NEGARA.pdf,P.U.(B)
P.U. (B) 408/2012,NOTICE UNDER SUBSECTION 70(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121214_NOTIS DI BAWAH SUBSEKSYEN 70(2) (JlnBulan).pdf,P.U.(B)
P.U. (B) 407/2012,NOTICE UNDER SUBSECTION 70(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121214_NOTIS DI BAWAH SUBSEKSYEN 70(2)(JlnChangkatStadium).pdf,P.U.(B)
P.U. (B) 406/2012,APPOINTMENT OF GAMING EXPERT,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121213_P.U. (B) 406 - Pelantikan Pakar Perjudian.pdf,P.U.(B)
P.U. (B) 405/2012,EXEMPTION UNDER SUBSECTION 2A(2),https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121212_PENGECUALIAN DI BAWAH SUBSEKSYEN 2A(2).pdf,P.U.(B)
P.U. (B) 404/2012,APPOINTMENT OF A MEMBER AND AN ALTERNATE MEMBER OF THE AUTHORITY,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121211_AKTA JUALAN DADAH-IMA NIRWANA.pdf,P.U.(B)
P.U. (B) 403/2012,APPOINTMENT AND REVOCATION OF APPOINTMENT OF MEMBER OFTHE NATIONAL WAGES CONSULTATIVE COUNCIL,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20121211_P.U. (B) 403.pdf,P.U.(B)
